,abstract,pub_date,type_of_material,word_count,print_page,headline,section_name,subsection_name
5470,Mr. Johnson was a military pilot who spent years as a prisoner of war in Vietnam before serving more than two decades representing a Dallas-area district in Congress.,2020-05-28T03:25:24+0000,News,516,,"Sam Johnson, Former P.O.W. and Long-Serving Texas Congressman, Dies at 89",U.S.,Politics
5475,Here’s what you need to know.,2020-05-29T04:01:19+0000,briefing,1657,,"Herd Immunity, Hong Kong, Twitter: Your Friday Briefing",Briefing,
5477,How have things changed? We want to know how your experience compares.,2020-05-28T19:00:08+0000,Op-Ed,169,,What’s It Like to Have the Same Job as Your Mother or Father?,Opinion,
5479,How SpaceX is ushering in a new era in the exploration of the cosmos.,2020-05-28T09:54:23+0000,News,271,,"Space Travel, Privatized",Podcasts,The Daily
5480,"She helped develop and popularize a dance form that is both artful and athletic, focusing on touch, gravity and weight sharing.",2020-05-27T15:23:55+0000,Obituary (Obit),1082,12.0,"Nancy Stark Smith, a Founder of Contact Improvisation, Dies at 68",Arts,Dance
5481,"Quotation of the Day for Friday, May 29, 2020.",2020-05-29T02:15:17+0000,Quote,25,3.0,Quotation of the Day: His Project in Lockdown: A Giant Bird,Today’s Paper,
5482,Investigators scrutinized ties between Walid Phares and the Egyptian government. He was never charged with a crime.,2020-05-28T21:01:33+0000,News,1079,23.0,F.B.I. Once Investigated Trump Campaign Adviser’s Ties to Egypt,U.S.,Politics
5483,"A new organization, Republican Voters Against Trump, is testing the premise of whether there are really any persuadable voters left.",2020-05-28T09:00:21+0000,News,852,20.0,Get Republicans to Vote Against Trump? This Group Will Spend $10 Million to Try,U.S.,Politics
5484,"The organization says the art installation must go so a redesign of the Washington campus can proceed, but a local review panel indicates there may be alternatives.",2020-05-29T00:24:29+0000,News,530,,National Geographic Plan to Dismantle Granite Sculpture Hits Snag,Arts,
5485,"The large invasive insect, sometimes known as the “murder hornet,” appears to have resurfaced in both British Columbia and Washington State.",2020-05-28T02:36:12+0000,News,647,24.0,The Asian Giant Hornet Resurfaces in the Pacific Northwest,U.S.,
5486,"The facial recognition start-up violated the privacy of Illinois residents by collecting their images without their consent, the civil liberties group says in a new lawsuit.",2020-05-28T15:05:27+0000,News,663,3.0,A.C.L.U. Accuses Clearview AI of Privacy ‘Nightmare Scenario’,Technology,
5487,"As the coronavirus death toll crosses 100,000, Americans have been left without a consoler in chief.",2020-05-28T23:01:48+0000,News,996,,Mourning Alone,U.S.,Politics
5489,"In this documentary, aspiring chefs push their limits (and the limits of modern cuisine).",2020-05-28T11:00:09+0000,Review,260,5.0,‘Stage: The Culinary Internship’ Review: Apprentices With Eclectic Appetites,Movies,
5490,Time is running out for the free world to speak up.,2020-05-28T00:50:04+0000,Editorial,946,26.0,Will President Trump Stand With Hong Kong?,Opinion,
5492,"As the network’s Washington bureau chief, Mr. Small built a journalistic all-star team that included Dan Rather, Lesley Stahl and many others.",2020-05-28T15:38:50+0000,Obituary (Obit),1131,12.0,"William J. Small, Key Official During CBS News’s Heyday, Dies at 93",Business Day,Media
5493,Fleets of vehicles roaming streets waiting to be hailed are more efficient. But the coronavirus has made people think twice about the future of car ownership even when autonomous tech arrives.,2020-05-29T07:00:09+0000,News,1355,7.0,Who Will Own the Cars That Drive Themselves?,Business Day,
5494,"At a time when populists are overturning social norms, Prime Minister Mark Rutte did not visit his mother in the weeks before her death. It was against his country’s policies.",2020-05-28T17:56:29+0000,News,1159,8.0,Playing by the Rules: Dutch Leader Offers a Sober Contrast in a Brash Era,World,Europe
5495,Friday: Some expert advice from Los Angeles. Also: More reopening updates.,2020-05-29T12:55:05+0000,briefing,1190,,How to Use All Your California Produce,U.S.,
5496,These shows will help you weather the financial storm with your sanity intact.,2020-05-29T09:00:27+0000,News,1008,3.0,7 Podcasts Your Wallet Will Love,Arts,
5497,The director Andrew Patterson discusses a switchboard sequence from his science-fiction drama featuring Sierra McCormick.,2020-05-29T16:25:07+0000,Video,0,,‘The Vast of Night’ | Anatomy of a Scene,Movies,
5504,"Hockey’s tentative plan to resume this summer with a 24-team playoff hinges on resolving outstanding logistical, health, competitive and economic issues.",2020-05-28T09:00:30+0000,News,999,10.0,"The N.H.L. Is Coming Back, Pending a Few (Dozen) Questions",Sports,Hockey
5512,"We may not like him, but we don’t want Trump to win.",2020-05-28T09:00:13+0000,Op-Ed,1243,,You’ve Probably Heard Socialists Won’t Vote for Biden,Opinion,
5514,"The latest studies show that even in the hardest-hit cities, most people remain vulnerable.",2020-05-28T09:00:02+0000,Interactive Feature,0,1.0,The World Is Still Far From Herd Immunity for Coronavirus,The Upshot,
5515,The move is almost certain to face a court challenge and signals the latest salvo by President Trump to crack down on online platforms.,2020-05-28T05:52:33+0000,News,774,,Trump Prepares Order to Limit Social Media Companies’ Protections,U.S.,Politics
5517,"Years of neglect have hobbled many Mexican hospitals. Now, as the pandemic strikes, some patients are dying from neglect or from mistakes that are easily prevented, doctors and nurses say.",2020-05-28T09:00:42+0000,News,1323,8.0,"‘It’s Not the Virus’: Mexico’s Broken Hospitals Become Killers, Too",World,Americas
5520,"Three women struggle with feelings for the same man in this gentle, partly improvised drama.",2020-05-28T16:29:55+0000,Review,351,6.0,‘I Will Make You Mine’ Review: Three Times a Lady,Movies,
5522,"Elmo, “Ramy” and a British game show scandal await.",2020-05-28T20:25:11+0000,News,388,2.0,How Much Watching Time Do You Have This Weekend?,Arts,Television
5525,Suggested reading from critics and editors at The New York Times.,2020-05-28T17:51:40+0000,List,1392,63.0,11 New Books We Recommend This Week,Books,Book Review
5526,Six new paperbacks to check out this week.,2020-05-29T09:00:08+0000,List,387,64.0,New in Paperback: ‘Sabrina & Corina’ and ‘Save Me the Plums’,Books,Book Review
5527,"Research on the pandemic behind bars, ethically conducted, could help everyone.",2020-05-29T09:00:20+0000,Op-Ed,1032,,Prisoners May Hold the Key to Releasing Us from Coronavirus Lockdown,Opinion,
5535,"A teenage immigrant from Italy, he opened salons in Manhattan and cut the hair of Mayor Bloomberg of New York and other prominent people.",2020-05-29T18:51:33+0000,Obituary (Obit),547,,"Alberto Rottura, Stylist to Bold Face Names, Dies at 77",Obituaries,
5537,"People are watching more television these days. But companies are spending less time, effort and money on TV ads.",2020-05-28T16:50:15+0000,News,928,6.0,"The TV Commercial, Once Advertising’s Main Event, Suffers in the Pandemic",Business Day,Media
5538,"Both President Trump and Joseph R. Biden Jr. have called for justice for Mr. Floyd. Mr. Trump has also called protesters “thugs,” and Mr. Biden has blamed him for “incendiary tweets.”",2020-05-29T19:39:28+0000,News,1731,,"What Trump, Biden and Obama Said About the Death of George Floyd",U.S.,Politics
5539,The Virgin Islands attorney general said Mr. Epstein’s estate had agreed to what she considered sufficient protections for victims’ rights.,2020-05-29T21:20:24+0000,News,425,4.0,Fund for Jeffrey Epstein’s Accusers Gets Attorney General’s Approval,Business Day,
5540,"In his first formal remarks on the death of a black Minneapolis man, Joseph Biden spoke in stark terms about the everyday indignities African-Americans still suffer.",2020-05-29T23:03:18+0000,News,1386,23.0,‘The Pain Is Too Intense’: Biden Challenges White Americans,U.S.,Politics
5541,"Protests over the death of George Floyd, an African-American man who died in police custody, have intensified in Minneapolis. Some have turned violent, with the police firing tear gas and rubber bullets and people setting buildings on fire.",2020-05-28T13:41:39+0000,Video,0,,George Floyd Protests Escalate in Minneapolis,U.S.,
5542,"The episode began with a report of a $20 counterfeit bill. It ended in a fatal encounter with the police, which the authorities have described in detail for the first time.",2020-05-29T23:48:27+0000,News,1307,1.0,What Happened in the Chaotic Moments Before George Floyd Died,U.S.,
5543,Science and children’s museums are studying how to rethink their many tactile exhibits to keep people safe.,2020-05-29T09:00:37+0000,News,1250,1.0,"No Touch, No Hands-On Learning, for Now, as Museums Try to Reopen",Arts,Art & Design
5544,Governor Cuomo said he thought the city would meet health benchmarks by then. But mass transit remains a big question mark in the reopening plan.,2020-05-29T11:31:46+0000,News,2647,,"New York City Is Expected to Open June 8, Cuomo Says",New York,
5546,But we keep on keeping on.,2020-05-29T20:35:46+0000,Op-Ed,1103,,Black Journalists Are Exhausted,Opinion,
5547,"The show, about a couple who cheated on a game show, is coming to AMC. It wasn’t just a hit in Britain; it changed attitudes toward one of that country’s strangest crimes.",2020-05-28T18:14:32+0000,News,1160,1.0,"How ‘Quiz,’ a Drama About Coughing, Captivated Lockdown Britain",Arts,Television
5548,I’ve become obsessed with Thomas Eakins’s “The Gross Clinic.” Let me show you why.,2020-05-28T13:28:21+0000,Interactive Feature,0,,Taking Lessons From a Bloody Masterpiece,Arts,Art & Design
5549,He showed us that liberation from oppression was a matter of life and death.,2020-05-29T15:34:57+0000,Op-Ed,1195,27.0,Tony Kushner: Larry Kramer Spoke the Truths We Needed to Hear,Opinion,
5550,The nine-woman collective Daughters of Reykjavik was mocked online and in Iceland’s news media. So they’re taking their message elsewhere.,2020-05-29T13:40:55+0000,News,1113,5.0,Feminist Rap Group in Iceland Looks Abroad After Making a Stir at Home,Arts,Music
5551,Nursing home residents. Cabdrivers. Immigrants. Covid-19 has become a disease of the vulnerable.,2020-05-29T19:18:57+0000,Op-Ed,1188,4.0,The Country Is Reopening. My Patients Are Still Suffering.,Opinion,Sunday Review
5552,"The coronavirus has made homeowners wary of inviting workers into their homes, but some contractors can make a diagnosis virtually.",2020-05-29T13:00:09+0000,News,1198,6.0,Telemedicine for Home Repairs?,Real Estate,
5553,"These tiny, beautifully crafted objects have helped me to understand and accept my fear of life’s painful departures.",2020-05-29T09:00:30+0000,Op-Ed,1198,10.0,Have Separation Anxiety? Try Holding a Hinge,Opinion,
5554,Camming and canning and canvassing from her idyllic compound on Vancouver Island.,2020-05-28T09:00:15+0000,News,3045,1.0,Pamela Anderson’s Garden of Eden,Style,
5555,Everyone loves to groove. Even in their own apartment.,2020-05-29T19:58:01+0000,News,1264,7.0,Hire a D.J. and Turn the Music Up,At Home,
5556,The plants have been hotbeds of viral spread. Will cleaning and safety measures be enough to protect workers from new outbreaks?,2020-05-28T01:22:07+0000,Interactive Feature,0,38.0,"As Meatpacking Plants Look to Reopen, Some Families are Wary",Magazine,
5558,"The couple worked together and knew each other vaguely, but when she inadvertently messaged him, flirting ensued.",2020-05-29T09:00:09+0000,News,660,11.0,"The Wrong Message, but the Right Guy",Fashion & Style,Weddings
5559,Deena Betze and Larry Siegel met in 2006 during rehearsal for their synagogue’s comedy and musical revue. But they were both married at the time.,2020-05-29T09:00:09+0000,News,668,11.0,A Funny Relationship (as in Funny Ha-Ha),Fashion & Style,Weddings
5560,America and its allies must not simply accept Beijing’s aggression.,2020-05-29T23:55:09+0000,Op-Ed,894,27.0,China and the Rhineland Moment,Opinion,
5561,"Pauly Saal, a Michelin-starred restaurant in Berlin, was one of the first restaurants in Europe to restart operations last week. How did its chefs, waiters — and diners — cope on its opening night?",2020-05-29T09:00:34+0000,News,1091,10.0,"In a German Restaurant, the Sommelier Lifts His Mask to Smell the Wine",World,Europe
