abstract,pub_date,type_of_material,word_count,print_page,headline,section_name,subsection_name
"An author offers an alternative perspective for his novel, while readers revisit Moynihan and comment on the literary tastes of Chimamanda Ngozi Adichie.",2020-05-08T17:52:49+0000,Letter,648,5,A Question of Theme,Books,Book Review
The growing appetite for mail-in voting is adding to worries about the selection of a Republican fund-raiser and Trump donor to be the postmaster general.,2020-05-07T23:22:57+0000,News,1215,4,Postal Service Pick With Ties to Trump Raises Concerns Ahead of 2020 Election,U.S.,Politics
"Across the country, rank-and-file prosecutors cringed at another extraordinary intervention by Attorney General William P. Barr.",2020-05-08T23:23:32+0000,News,1397,20,Dropping of Flynn Case Heightens Fears of Justice Dept. Politicization,U.S.,Politics
"The U.S. lost 20.5 million jobs in April, the worst devastation since the Great Depression. Flaws in the Paycheck Protection Program could leave small-business owners saddled with debt.",2020-05-08T09:10:17+0000,News,5009,,F.D.A. Clears First Home Saliva Test; Pence’s Press Secretary Has Virus,U.S.,
The Food and Drug Administration prohibited 65 manufacturers from selling masks for medical use. But the move came after tests last month showed the masks didn’t meet standards.,2020-05-07T20:11:28+0000,News,787,,"F.D.A. Bans Faulty Masks, 3 Weeks After Failed Tests",Health,
The university said it had reached settlements with 162 people who were sexually assaulted when they were sent to the team doctor Richard H. Strauss.,2020-05-08T20:54:53+0000,News,582,,Ohio State Pays $41 Million to Settle Claims From Doctor’s Abuse,Sports,
Does music have the power to heal?,2020-05-08T11:58:36+0000,News,685,,Film Club: ‘Concert for One: I.C.U. Doctor Brings Classical Music to Coronavirus Patients’,The Learning Network,
This word has appeared in 73 articles on NYTimes.com in the past year.,2020-05-08T12:00:27+0000,News,189,,Word + Quiz: unflappable,The Learning Network,
"Set in the 1940s, the series envisions an alternate history for women of color in the movies. Harrier talked about what she learned from the role — and what it was like to wear those amazing clothes.",2020-05-07T11:00:10+0000,News,1352,,Laura Harrier on Rewriting Hollywood in Netflix’s ‘Hollywood’,Arts,Television
"Electric Hummers and Cybertrucks, as well as the next generation of S.U.V.s, will signal the arrival of the E.V. era in America if they start to sell in big numbers.",2020-05-07T10:00:10+0000,News,1413,8,New Breed of Pickups Mixes Horsepower and Battery Power,Business Day,
A suburban fashionista falls for a Hollywood punk in this remake of the cult 1983 rom-com.,2020-05-08T04:01:04+0000,Review,332,6,‘Valley Girl’ Review: A Jukebox Musical in the Key of Irony,Movies,
How parents in food-insecure households are stretching meals and struggling to nourish their kids during the pandemic.,2020-05-07T13:11:20+0000,News,2603,,‘I Know You’re Angry With Me Right Now Because You’re Hungry’,Parenting,
"Appointment viewing is back. Find out what online events to look for today, and when to tune in.",2020-05-08T09:00:15+0000,News,1411,,This Weekend’s Livestreaming Events: Tim McGraw and a Broadway Mother’s Day,Arts,
"An author offers an alternative perspective for his novel, while readers revisit Moynihan and comment on the literary tastes of Chimamanda Ngozi Adichie.",2020-05-08T17:52:49+0000,Letter,648,5,A Question of Theme,Books,Book Review
A trite premise is stretched glacially over 90 minutes in this erotic thriller that runs low on both erotics and thrills.,2020-05-07T13:00:04+0000,Review,284,6,‘Clementine’ Review: Lovers by the Lake,Movies,
"Noise complaints are up as residents jump, kickbox and lift weights in their own apartments during the coronavirus lockdown.",2020-05-07T10:00:07+0000,News,1203,8,Working Out at Home Without Annoying Your Neighbors,Real Estate,
"For a grandmother who can read a book in two hours, lockdown has presented some obstacles.",2020-05-08T05:07:03+0000,News,49,,A Voracious Reader Takes Drastic Measures After Running Out of Books,Books,
"For such numbers, there are no words.",2020-05-07T13:00:09+0000,News,928,,The Jobs Report Friday Will Be a Portrait of Devastation,The Upshot,
"The 1969-70 Knicks played basketball worthy of the bright lights of Broadway, winning a championship that still matters to New York, 50 years later.",2020-05-08T07:00:08+0000,News,1223,10,The Old Knicks Made Basketball Games the ‘Hippest Place’ in New York,Sports,Pro Basketball
Does music have the power to heal?,2020-05-08T11:58:36+0000,News,685,,Film Club: ‘Concert for One: I.C.U. Doctor Brings Classical Music to Coronavirus Patients’,The Learning Network,
This word has appeared in 73 articles on NYTimes.com in the past year.,2020-05-08T12:00:27+0000,News,189,,Word + Quiz: unflappable,The Learning Network,
We are honoring each of the top eight winners of our Student STEM Writing Contest by publishing their essays. This one is by Celina Zhao.,2020-05-07T20:24:05+0000,News,680,,"Tiny in Size, but Goliath in Force: The Colonization of Ant-Based Microrobotics",The Learning Network,
"The rules for returning differ among counties, states and countries, but the athletic world is beginning to creep toward competition again.",2020-05-07T09:00:23+0000,News,1455,9,Sports Are Restarting in a ‘New Normal’,Sports,
"Noise complaints are up as residents jump, kickbox and lift weights in their own apartments during the coronavirus lockdown.",2020-05-07T10:00:07+0000,News,1203,8,Working Out at Home Without Annoying Your Neighbors,Real Estate,
"The jumpin’ jive glories of old Hollywood musicals lift us out of the everyday one tap, leap and irresistible beat at a time.",2020-05-07T18:16:37+0000,News,1294,1,Escape With Me Into the Delirious World of 1940s Musicals,Movies,
The formative moment for a new generation.,2020-05-07T22:42:53+0000,Op-Ed,885,30,We Need National Service. Now.,Opinion,
"Ashley Gruber and Jeph Mwaituka had originally invited 230 guests to their church wedding in Birmingham, Ala. But, almost everyone stayed home and watched online, from near and far.",2020-05-08T09:00:35+0000,News,1846,11,The Little Wedding on the Deck,Fashion & Style,Weddings
Gov. Andrew M. Cuomo said New York was working with the C.D.C. to investigate a mysterious illness linked to the coronavirus that causes life-threatening inflammation in children.,2020-05-09T12:34:56+0000,News,1932,,Three Children Have Died in New York of Illness Linked to Virus,New York,
The growing role of business tycoons in the fight against the coronavirus highlights the weaknesses of the state apparatus built by President Vladimir V. Putin.,2020-05-07T15:33:39+0000,News,1268,10,"As Local Health Systems Buckle, Russia’s Oligarchs Take Charge",World,Europe
"He got his start with TGI Fridays, a ’60s hit on the bar scene, helped start Smith & Wollensky, then opened his own Midtown steakhouse, drawing a tony crowd.",2020-05-08T22:17:22+0000,Obituary (Obit),1160,25,"Ben Benson, Who Put Singles in a Bar and Steak on the Tables, Dies at 89",Food,
The latest on stock market and business news during the coronavirus outbreak.,2020-05-08T04:10:07+0000,News,2210,,U.S. Jobs Report Shows Clearest Data Yet on Economic Toll,Business Day,
"Ron Howard has been overseeing a nonfiction film from afar, while other documentarians have gone into the coronavirus epicenter.",2020-05-08T18:56:55+0000,News,964,5,"With Hollywood Productions on Hold, Documentary Filmmakers Keep Going",Business Day,Media
"A sentencing rule change, a spotless prison record and his standing as a “true father” to his sons led to his release after 23 years behind bars for selling heroin.",2020-05-08T19:24:00+0000,Obituary (Obit),659,24,"Myles Coker, 69, Dies; Freed From a Life Term in Prison",New York,
"Sketches by the great portraitist, shown together for the first time, illuminate the contribution of his African-American muse, Thomas McKeller.",2020-05-07T17:10:42+0000,News,1574,1,John Singer Sargent’s Drawings Bring His Model Out of the Shadows,Arts,Art & Design
"If you are over quar-baking, iced confections might be the next thing.",2020-05-09T09:00:18+0000,News,457,3,"Make Ice Cream, in a Mason Jar",At Home,
"Hear tracks by Bob Dylan, Rhiannon Giddens, Jamie xx and others.",2020-05-08T14:09:18+0000,News,1061,,"Ariana Grande and Justin Bieber’s Slow Dance, and 10 More New Songs",Arts,Music
One lesson from the pandemic: Child care is work. And it should be compensated.,2020-05-08T19:00:04+0000,Op-Ed,1368,3,Forget Pancakes. Pay Mothers.,Opinion,Sunday Review
"Ashley Gruber and Jeph Mwaituka had originally invited 230 guests to their church wedding in Birmingham, Ala. But, almost everyone stayed home and watched online, from near and far.",2020-05-08T09:00:35+0000,News,1846,11,The Little Wedding on the Deck,Fashion & Style,Weddings
"‘Everyone is over-the-top happy that I’m coming out,’ said Sandy Matthews, whose deliveries have quadrupled since the outbreak.",2020-05-08T09:00:30+0000,News,963,2,How an Edible Arrangements Delivery Worker Spends Her Sundays,New York,
"In “The Book of Longings,” Sue Monk Kidd imagines what it was like to be married to a man who could turn water into wine.",2020-05-07T09:00:08+0000,List,421,24,Did Jesus Ever Tie the Knot? A New Novel Considers the Question,Books,Book Review
"He got his start with TGI Fridays, a ’60s hit on the bar scene, helped start Smith & Wollensky, then opened his own Midtown steakhouse, drawing a tony crowd.",2020-05-08T22:17:22+0000,Obituary (Obit),1160,25,"Ben Benson, Who Put Singles in a Bar and Steak on the Tables, Dies at 89",Food,
"Ron Howard has been overseeing a nonfiction film from afar, while other documentarians have gone into the coronavirus epicenter.",2020-05-08T18:56:55+0000,News,964,5,"With Hollywood Productions on Hold, Documentary Filmmakers Keep Going",Business Day,Media
"A fighter, trainer, cutman and manager, he once owned both a bar and a gym. Only the bar survives. He died of coronavirus complications.",2020-05-09T19:03:50+0000,Obituary (Obit),834,24,"Jimmy Glenn, Ex-Boxer Whose Times Square Bar Endures, Dies at 89",New York,
"Nutritional yeast (“nooch”) has gone mainstream, as consumers look beyond its supposed health benefits and treat it as an umami-rich seasoning.",2020-05-08T09:00:18+0000,News,997,3,Nutritional Yeast Is for Hippies. ‘Nooch’ Is for Everyone.,Food,
"The world’s top chess players are competing online with in-person tournaments shut down. Millions of amateurs are joining in, too.",2020-05-08T20:23:56+0000,News,1283,39,Chess Thrives Online Despite Pandemic,Sports,
"The couple were at work and had no idea that their son had sneaked out while his teenage sister watched him, a prosecutor said on Friday.",2020-05-09T00:39:44+0000,News,350,,No Charges for Parents of 5-Year-Old Who Took to the Highway in an S.U.V.,U.S.,
Ekpar Asat came to the United States for the State Department’s most prestigious program for foreign citizens. Chinese security officers detained him weeks after he returned home.,2020-05-09T09:00:30+0000,News,1746,25,Sister Fights to Free Uighur Businessman Held in China After U.S. Trip,U.S.,Politics
"The couple were at work and had no idea that their son had sneaked out while his teenage sister watched him, a prosecutor said on Friday.",2020-05-09T00:39:44+0000,News,350,,No Charges for Parents of 5-Year-Old Who Took to the Highway in an S.U.V.,U.S.,
"A group of old high school friends moved home and bought a tulip farm, just as the coronavirus threatened to devastate the industry. Here’s how the power of friendship and innovation saved them.",2020-05-09T09:00:21+0000,News,1204,14,How 5 Friends Helped a Tulip Farm Make It to Mother’s Day,U.S.,
Joanna Gaines on empire building. A look at the future of travel. Walks that help us cope. Val Kilmer. And more.,2020-05-08T16:48:36+0000,News,376,,11 of Our Best Weekend Reads,Briefing,
